iter	MultiClass
263	0.3358041286
264	0.3340594769
265	0.3325367689
266	0.3309194803
267	0.3293556929
268	0.3277813435
269	0.3263139248
270	0.3248386383
271	0.3232715368
272	0.3217581272
273	0.320290947
274	0.3187833786
275	0.3172234297
276	0.315699172
277	0.3142745972
278	0.3127742529
279	0.3113162518
280	0.3098194599
281	0.3083938837
282	0.307015729
283	0.3054605484
284	0.3039737225
285	0.3025150776
286	0.3011566162
287	0.2997664452
288	0.2983278751
289	0.296908617
290	0.2955406904
291	0.2942037821
292	0.2927992105
293	0.2914824009
294	0.290099144
295	0.2886950493
296	0.2873327732
297	0.2859508514
298	0.2845740318
299	0.283234787
300	0.281916213
301	0.2806070328
302	0.2793126583
303	0.2780872822
304	0.276823616
305	0.2756585598
306	0.2744367599
307	0.2732943535
308	0.2720089912
309	0.2709140778
310	0.2696709156
311	0.2684765816
312	0.2672000408
313	0.2659583569
314	0.2648161411
315	0.2636411428
316	0.2625254154
317	0.2613027096
318	0.260115242
319	0.2588517904
320	0.2576673985
321	0.2566263199
322	0.2554806232
323	0.2543365002
324	0.2532348633
325	0.2521865845
326	0.2511408567
327	0.2500019073
328	0.2489337683
329	0.2479005337
330	0.2468177319
331	0.2457233906
332	0.2446339369
333	0.2435230732
334	0.2424297333
335	0.2413885117
336	0.2403193235
337	0.2392773151
338	0.2383223057
339	0.2372916937
340	0.2361850262
341	0.2352426529
342	0.2342319012
343	0.2333386421
344	0.2323025942
345	0.2313619137
346	0.23039608
347	0.2294946194
348	0.2285041809
349	0.2275584698
350	0.2265531063
351	0.2256077528
352	0.2246987104
353	0.2237964392
354	0.2228620291
355	0.2218960524
356	0.2210764885
357	0.2202355146
358	0.2192797422
359	0.2184136391
360	0.2175905228
361	0.2166603327
362	0.2157955408
363	0.2148942947
364	0.2140314817
365	0.213252306
366	0.2123506546
367	0.2114793539
368	0.2106067181
369	0.2097171307
370	0.2088501215
371	0.2080378056
372	0.2072386026
373	0.2064220905
374	0.2055935144
375	0.2047640562
376	0.204014349
377	0.2032271862
378	0.2024424076
379	0.2016366482
380	0.2008799076
381	0.200078845
382	0.1992573977
383	0.1985157251
384	0.1977404118
385	0.1969807863
386	0.1961976171
387	0.1954011202
388	0.1947140455
389	0.1938820839
390	0.1931245089
391	0.1923479319
392	0.1915401459
393	0.190888834
394	0.1901785612
395	0.1894484997
396	0.1887562275
397	0.1880330682
398	0.1873067379
399	0.1865985155
400	0.1858684421
401	0.1851448655
402	0.1844367743
403	0.1837679863
404	0.1831160784
405	0.1824251652
406	0.1818331718
407	0.181140399
408	0.1804193497
409	0.1796975493
410	0.1790153027
411	0.1783488154
412	0.1777809024
413	0.1771231174
414	0.1764607549
415	0.1758220196
416	0.1752658129
417	0.1746973872
418	0.1740413427
419	0.1734067917
420	0.1727674484
421	0.1720964432
422	0.1714655876
423	0.1709104061
424	0.1702814579
425	0.169660306
426	0.1690186024
427	0.1683803201
428	0.1677795172
429	0.1672148466
430	0.166554451
431	0.1660450459
432	0.1654555082
433	0.1648381233
434	0.1643183827
435	0.1637732744
436	0.1631949425
437	0.1626339674
438	0.1621270537
439	0.1615467072
440	0.1610047579
441	0.1605265141
442	0.1599602461
443	0.1594372034
444	0.1588602543
445	0.158280611
446	0.1578154802
447	0.1572693706
448	0.156729269
449	0.1561939359
450	0.1557212353
451	0.1552463293
452	0.1547073007
453	0.1542333961
454	0.1537085772
455	0.1532068729
456	0.1527013302
457	0.1521258354
458	0.1516912699
459	0.1511947632
460	0.1506595612
461	0.150085628
462	0.1495660186
463	0.149058497
464	0.1485996246
465	0.1480850935
466	0.1475669622
467	0.1471007586
468	0.1465831399
469	0.1460781336
470	0.1455813169
471	0.1451208591
472	0.1446419716
473	0.1441488385
474	0.1436703682
475	0.1432137012
476	0.1427208424
477	0.1422721386
478	0.1418186665
479	0.1413540363
480	0.1409544945
481	0.1404981971
482	0.1400480628
483	0.1396548271
484	0.1392057419
485	0.1387602091
486	0.138310051
487	0.1378827691
488	0.1374372959
489	0.1370135069
490	0.1365974545
491	0.1361668229
492	0.1357921839
493	0.1353473783
494	0.1348826647
495	0.134454155
496	0.1340275764
497	0.1336439013
498	0.1332119226
499	0.1327701807
500	0.1323859215
501	0.1319758773
502	0.1315677643
503	0.1311610579
504	0.1307605982
505	0.1303212285
506	0.1299891472
507	0.1295759201
508	0.1291868687
509	0.1288165927
510	0.1283908248
511	0.1280770779
512	0.1277890682
513	0.1274540901
514	0.1271350384
515	0.1267518044
516	0.1264000058
517	0.1259814501
518	0.1256394506
519	0.1252481461
520	0.1249493837
521	0.1245942593
522	0.1241491556
523	0.123791337
524	0.123415184
525	0.1230472803
526	0.1227339745
527	0.1223760128
528	0.1220399261
529	0.1216658354
530	0.1212971807
531	0.1209056258
532	0.1205462694
533	0.1201961756
534	0.1198280454
535	0.1194862366
536	0.1191718102
537	0.1187985182
538	0.1185284138
539	0.1181661367
540	0.1178743243
541	0.1175396323
542	0.1172103882
543	0.1169190168
544	0.1165847063
545	0.1162406921
546	0.1158985376
547	0.115571034
548	0.1152293682
549	0.1148927093
550	0.1145342112
551	0.1142062426
552	0.1138392329
553	0.1135410309
554	0.113204515
555	0.112875247
556	0.1125478983
557	0.1122037649
558	0.1118855
559	0.1115785599
560	0.1112249851
561	0.1109007835
562	0.1105701089
563	0.1102754354
564	0.1099398136
565	0.1096308231
566	0.1093312979
567	0.109031105
568	0.108719182
569	0.1084159136
570	0.1081643105
571	0.107886517
572	0.107622695
573	0.1073466897
574	0.1070195675
575	0.1067242742
576	0.1064020038
577	0.1061556101
578	0.1058660746
579	0.1056249619
580	0.1053441644
581	0.1050555587
582	0.1047714472
583	0.1044727087
584	0.1042374253
585	0.1039704561
586	0.1036813021
587	0.1034338951
588	0.1031622052
589	0.1028998494
590	0.1026196241
591	0.1023525476
592	0.1020861745
593	0.101791501
594	0.1014969826
595	0.1012678981
596	0.1010422111
597	0.1007834435
598	0.1005248547
599	0.1002839684
600	0.1000237703
601	0.09977458119
602	0.09952220917
603	0.09923613667
604	0.09898151159
605	0.09872986674
606	0.09847394824
607	0.09825925827
608	0.09798331261
609	0.09772462845
610	0.09741817713
611	0.09716842175
612	0.09691761732
613	0.09666121006
614	0.09643223286
615	0.0961502552
616	0.09594402909
617	0.09571945667
618	0.09547697306
619	0.09527588487
620	0.09508548975
621	0.09484450817
622	0.09455504417
623	0.09432068467
624	0.09410014153
625	0.093835783
626	0.09361522198
627	0.0933850646
628	0.09319871664
629	0.09295837879
630	0.09274400473
631	0.09251484275
632	0.09231266379
633	0.09208860993
634	0.09188901782
635	0.09165971279
636	0.09142752886
637	0.09121876955
638	0.09103395939
639	0.09081209898
640	0.09057198167
641	0.09033114314
642	0.09009488821
643	0.08986085057
644	0.08963514566
645	0.08939993978
646	0.08922784328
647	0.08899776936
648	0.08879086375
649	0.08854413033
650	0.08830609322
651	0.0880648613
652	0.08785614967
653	0.087687397
654	0.08747569323
655	0.08726896048
656	0.08707636595
657	0.08688391447
658	0.08668216467
659	0.08649293184
660	0.08626140952
661	0.08606729507
662	0.08585420847
663	0.08565664291
664	0.08549129963
665	0.08529355526
666	0.08507068157
667	0.08488375545
668	0.08466266394
669	0.08446622491
670	0.08424810767
671	0.08404814601
672	0.08385208249
673	0.08363556862
674	0.08341225982
675	0.08321233988
676	0.08304513693
677	0.08288882971
678	0.08269407749
679	0.08250244856
680	0.082330966
681	0.08212077618
682	0.08193107247
683	0.0817129612
684	0.08152605891
685	0.08135049343
686	0.08118427992
687	0.0809855938
688	0.08079940081
689	0.08061577082
690	0.0804351449
691	0.08024408817
692	0.08006390333
693	0.0799172163
694	0.07973583937
695	0.07955008745
696	0.07936508656
697	0.07917325497
698	0.07897931933
699	0.07882691622
700	0.07867521048
701	0.0784907937
702	0.07831898928
703	0.07814557552
704	0.07797842026
705	0.07783892155
706	0.07766060233
707	0.07753554583
708	0.07739747763
709	0.07725999951
710	0.07710489631
711	0.07693381906
712	0.07676058412
713	0.07657081485
714	0.07640219927
715	0.07623660564
716	0.07606988549
717	0.07589440346
718	0.07570756674
719	0.07557550073
720	0.07538639307
721	0.07519583702
722	0.07505043149
723	0.07486584187
724	0.0746978581
725	0.07453993559
726	0.07436894178
727	0.07424661517
728	0.07407531738
729	0.07395422459
730	0.07380178571
731	0.07367936373
732	0.07352570295
733	0.07335324287
734	0.07318870425
735	0.0730396986
736	0.0729157865
737	0.07277806997
738	0.07260751724
739	0.07243564129
740	0.07227541208
741	0.07210653424
742	0.07195198536
743	0.07179385424
744	0.07161763906
745	0.07145923972
746	0.07134106159
747	0.07119386196
748	0.07104199529
749	0.07090958953
750	0.07074537277
751	0.0706194222
752	0.07046201229
753	0.07031342387
754	0.07019572258
755	0.07004395723
756	0.06989757419
757	0.06973745823
758	0.06958072186
759	0.06944854856
760	0.06930541396
761	0.06915340424
762	0.06901240349
763	0.06886591911
764	0.06872695088
765	0.06859203577
766	0.06845774651
767	0.06831872463
768	0.0681822896
769	0.06802123785
770	0.06789646745
771	0.06777878404
772	0.0676794827
773	0.06751453876
774	0.06738715172
775	0.0672645092
776	0.06713250279
777	0.06698335409
778	0.06682659388
779	0.06669560671
780	0.0665623188
781	0.06642233133
782	0.06629481316
783	0.0661485076
784	0.06601607203
785	0.06587737799
786	0.06573852897
787	0.06560764313
788	0.06547809839
789	0.06534394026
790	0.0652174592
791	0.06509424448
792	0.06497137547
793	0.06483693123
794	0.06470469236
795	0.06457022429
796	0.06443862319
797	0.06432248354
798	0.06419959068
799	0.0640802145
800	0.06396302581
801	0.06383527517
802	0.06371707916
803	0.0636200428
804	0.06350160241
805	0.06337928772
806	0.0632704854
807	0.06314578652
808	0.06302015185
809	0.06290377378
810	0.06280907393
811	0.06267550588
812	0.06256700754
813	0.06245210767
814	0.0623314023
815	0.06220607162
816	0.06208769083
817	0.06195672154
818	0.06184370518
819	0.0617136538
820	0.06162469387
821	0.06149523258
822	0.06137455106
823	0.06125584245
824	0.06114598513
825	0.06101853848
826	0.06090936065
827	0.06079413295
828	0.06070222259
829	0.060568434
830	0.06047216654
831	0.06034081578
832	0.06021124125
833	0.06007890701
834	0.05996649265
835	0.05985604525
836	0.05975596905
837	0.05965315104
838	0.05957145691
839	0.05948557258
840	0.05936870575
841	0.059258008
842	0.05916558504
843	0.05904474258
844	0.05894875526
845	0.05883737803
846	0.0587290287
847	0.05862631798
848	0.05851069689
849	0.05842591524
850	0.05830949545
851	0.05819977522
852	0.05810016394
853	0.05799949765
854	0.05788377523
855	0.05777796507
856	0.05767407417
857	0.05757690668
858	0.05750015974
859	0.05740875006
860	0.05732645988
861	0.0572261095
862	0.05710799694
863	0.05700837374
864	0.05691460967
865	0.05683572888
866	0.05672168732
867	0.05663051605
868	0.05650342107
869	0.05640228987
870	0.05630158186
871	0.0561909616
872	0.05610148907
873	0.05600087047
874	0.05590043068
875	0.0557841301
876	0.05568698645
877	0.05558936596
878	0.05549436808
879	0.05540635586
880	0.05531922579
881	0.05522089601
882	0.05512294769
883	0.0550521493
884	0.05496062636
885	0.0548656106
886	0.05477873087
887	0.05470532179
888	0.05460714698
889	0.05451835394
890	0.05442141294
891	0.05430999994
892	0.05422292948
893	0.05413490534
894	0.05404955745
895	0.05396820903
896	0.0538600266
897	0.05376363397
898	0.05367712975
899	0.05358831882
900	0.05349686742
901	0.05339745879
902	0.05329883695
903	0.05320161581
904	0.05310258865
905	0.05303018093
906	0.05295125842
907	0.05286316872
908	0.05279426575
909	0.0527259171
910	0.05264527798
911	0.05255589485
912	0.05245267153
913	0.05236544609
914	0.05226701498
915	0.05217909217
916	0.05211181641
917	0.05202974677
918	0.05196671486
919	0.05187017918
920	0.05178332925
921	0.05170852542
922	0.05160750151
923	0.05153511167
924	0.05144861937
925	0.05136829615
926	0.05130660534
927	0.05122742057
928	0.05113319755
929	0.05104569197
930	0.05094450116
931	0.05086593628
932	0.05078967214
933	0.05071325898
934	0.05062269568
935	0.0505435586
936	0.05046099424
937	0.05038862228
938	0.05031739473
939	0.05023024082
940	0.05015752316
941	0.05007222891
942	0.0499807328
943	0.04990600049
944	0.04982640147
945	0.04974749088
946	0.04966748059
947	0.04959698915
948	0.04951450825
949	0.04944264889
950	0.04936972857
951	0.04929693043
952	0.0492092818
953	0.04912657738
954	0.04904901981
955	0.04896958172
956	0.04889174104
957	0.04881953299
958	0.04873253703
959	0.04865195453
960	0.04857943654
961	0.04849814773
962	0.04842140675
963	0.04835858047
964	0.04827461243
965	0.04818914235
966	0.04811857343
967	0.04804468751
968	0.04797571898
969	0.04792459607
970	0.04785312414
971	0.04777156115
972	0.047716856
973	0.04764431417
974	0.04756339192
975	0.04749837518
976	0.04742491245
977	0.04735603929
978	0.04728375673
979	0.047217834
980	0.04713057578
981	0.04707084298
982	0.04699979424
983	0.0469276309
984	0.04685167074
985	0.04677627683
986	0.04671438336
987	0.04663049579
988	0.04656535387
989	0.04650021493
990	0.04643031955
991	0.04635107517
992	0.04629994035
993	0.04624621868
994	0.0461751163
995	0.04610465765
996	0.04604133964
997	0.04597033858
998	0.04590522647
999	0.04582523704
